station_nm,Latitude,Longitude,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,cluster
152432466,44.61433609,-69.78801273,807,399,306,364,234,285,1.156794425,0.75,0.968888889,0.614492754,0.830578512,1.283783784,0.003976788,2
152432473,44.62043168,-69.83354461,809,367,271,297,203,273,1.084805654,0.760299625,1.035031847,0.697309417,0.930693069,1.327102804,0.004593176,2
152432473,44.62964865,-69.83640735,812,384,270,292,203,279.5,1.07774678,0.752136904,1.074590364,0.700545016,0.966023714,1.370364372,0.004827318,2
152432473,44.63647107,-69.84365339,816,392,284.5,310.5,211,287,1.079295393,0.741921099,1.063779458,0.687310218,0.965340308,1.415613408,0.004746002,2
152432565,44.521346,-69.46751038,751,370,304,441,309.5,355.5,1.428921569,0.998127341,1.17336071,0.697392698,0.828481473,1.159863971,0.003905702,3
152432573,44.53130317,-69.56233762,757,351,228,249,180,285,1.080924855,0.79197995,1.360433604,0.74,1.217582418,1.662650602,0.00704513,5
152432573,44.53329639,-69.56030427,759,366,225,246.5,187.5,299,1.075437473,0.830959596,1.358732463,0.760447854,1.220654478,1.60758649,0.0069498,4
152432888,44.52059687,-69.7863584,748,393,258,304,183,279,1.141350211,0.739856802,1.145214521,0.634259259,1,1.515873016,0.005411332,2
152432902,44.58607431,-70.23650911,787,215,247,274,193,375,1.1015625,0.794721408,1.58040201,0.740540541,1.446202532,1.947368421,0.007583333,5
152432902,44.59210301,-70.24505721,792,212,273,290,222.5,362.5,1.051864802,0.787948117,1.353925419,0.750478927,1.284485335,1.733885851,0.005973234,4
152432902,44.59582636,-70.24938253,795,213,286,294,224,371,1.052795031,0.793357934,1.306620209,0.746561886,1.230519481,1.670103093,0.005695652,4
152432902,44.59699911,-70.24929781,798,218,272,284,214,351,1.048399688,0.783492823,1.298593645,0.742481203,1.219824417,1.677322741,0.005792448,4
152432902,44.59748961,-70.25110821,799,218,272.5,284,207.5,351,1.054343368,0.772713178,1.304995498,0.736775648,1.243767054,1.738329086,0.006062655,4
152433086,44.53250713,-69.86853963,758,390,233,237.5,162,243,1.009775629,0.69869983,1.046998047,0.690550595,1.041666667,1.50612736,0.006062787,1
152433086,44.54561689,-69.85495721,764,369,253,262,183,262,0.997835498,0.709433962,1.041071429,0.718232044,1.024943311,1.455752212,0.00519263,1
152433086,44.56031854,-69.87818467,771,378,253.5,249,177,285.5,1.015761328,0.719449975,1.131787681,0.709188408,1.117007734,1.56770551,0.005830927,1
152433096,44.41794836,-69.56167321,698,381,270,349,222,277,1.248888889,0.826241135,1.075757576,0.647619048,0.891393443,1.297520661,0.004468579,2
152433096,44.43288635,-69.56963717,708,351,296,390,253,276,1.249230769,0.834337349,0.975257732,0.644230769,0.773519164,1.174050633,0.003645996,2
152433096,44.4676718,-69.51634199,722,354,278,354,234.5,290.5,1.216023577,0.843268841,1.111225778,0.668665628,0.904355717,1.292738165,0.00451593,2
152433117,44.44930922,-69.80657596,711,357,229,241,178,257,1.051233397,0.775784753,1.184210526,0.731225296,1.101648352,1.507220217,0.006261181,4
152433117,44.47525227,-69.79134813,730,379,226,231,162,249,1.024549918,0.737913486,1.143497758,0.710382514,1.072164948,1.528571429,0.006360544,5
152433117,44.48882577,-69.78231845,734,385,231,229,165,260,1.016853933,0.741561181,1.186619718,0.728658537,1.142857143,1.609625668,0.006471085,5
152433117,44.52090901,-69.74962878,750,397,213,217,153,289,1.062240664,0.7625,1.428571429,0.709401709,1.317073171,1.914285714,0.008716707,5
152433156,44.40473605,-69.65847138,690,359,286,359,235,290,1.234875445,0.838565022,1.064777328,0.64,0.850828729,1.294117647,0.004372552,2
152433156,44.41249934,-69.65139925,696,372,294,371,250,286.5,1.233587922,0.840501906,1.01830264,0.656712923,0.819638554,1.210480164,0.003864021,2
152433202,44.42062382,-69.98543497,701,368,210.5,226.5,155.5,284.5,1.048972212,0.723514749,1.35973284,0.694638636,1.285389391,1.893349391,0.008270841,5
152433202,44.42631364,-69.98233589,705,386,230.5,234.5,164,291.5,1.024324502,0.711614973,1.330729167,0.693273593,1.277777778,1.880567301,0.007518485,5
152433204,44.35789319,-69.6051985,657,376,284,381.5,261.5,313,1.270487757,0.920660857,1.138208506,0.695958635,0.909814967,1.233990779,0.004127642,3
152433204,44.36675788,-69.60731211,663,371,294,387,270,306,1.280130293,0.909090909,1.122340426,0.689814815,0.889473684,1.198312236,0.003929064,3
152433204,44.36749364,-69.59892455,664,366,285.5,378.5,263,303,1.273908822,0.907726692,1.119907917,0.683707636,0.881834885,1.232744933,0.004079249,3
152433204,44.37307643,-69.60345499,667,374,289.5,381,270,318.5,1.274985876,0.8965602,1.121652572,0.674297005,0.904598933,1.206980151,0.003955508,3
152433322,44.31618722,-69.66219919,626,374,289,341,226,319,1.17619242,0.794729147,1.141677523,0.659766144,0.981800766,1.406556171,0.004880434,2
152433322,44.32191716,-69.66512882,632,399,275,337,232,329,1.196969697,0.820224719,1.250497018,0.651465798,1.068259386,1.535433071,0.005210585,2
152433322,44.32388809,-69.65798088,634,373,290,352,232,301,1.179153094,0.798479087,1.100795756,0.654822335,0.964187328,1.431111111,0.004718615,2
152433322,44.32777642,-69.66794251,637,412,281,353.5,236.5,339,1.190506599,0.821403172,1.267207487,0.658081435,1.057908361,1.548562691,0.005306592,2
152433322,44.33005056,-69.66742971,640,387,276,349,227,312,1.19047619,0.815625,1.209567198,0.655737705,1.024509804,1.507625272,0.004888221,2
152433322,44.33054998,-69.67012301,641,394,263.5,331.5,231,453,1.278106509,0.875185748,1.810723178,0.675744991,1.406132519,2.025649436,0.007275504,2
152433322,44.33088887,-69.65638898,642,367,275,336,221,299,1.20083682,0.794044665,1.13836478,0.641414141,0.980501393,1.438888889,0.004948125,2
152433322,44.33476383,-69.65332558,646,413,253,322,214,482,1.258389262,0.859574468,1.915322581,0.655319149,1.478609626,2.210191083,0.008640447,5
152433355,44.28321217,-69.68145805,609,330,191.5,233.5,166,516.5,1.1876244,0.861803714,2.583907887,0.712003471,2.202130337,2.993362832,0.015140173,5
152433387,44.32238983,-69.96304582,633,375,240,253,178,294,1.033707865,0.722955145,1.251572327,0.692607004,1.182222222,1.745874587,0.006813088,1
152433387,44.33780048,-69.9527988,648,385,232,239,167,272,1.030042918,0.703703704,1.230971129,0.684397163,1.153024911,1.691729323,0.007103026,1
152433387,44.38157548,-69.95855105,669,369,229,244,169,285,1.06116208,0.741463415,1.31300813,0.686666667,1.231638418,1.755319149,0.007164861,5
152433519,44.28404602,-70.04476776,610,397,259,282,200,322,1.099125364,0.780141844,1.278571429,0.705882353,1.163793103,1.637188209,0.006028813,5
152433527,44.25434395,-69.97699835,592,388,273.5,327,224,289,1.136018755,0.776666325,1.129350173,0.664605624,0.987599918,1.378647416,0.004777797,2
152433527,44.25998025,-69.97635624,596,379,264,319,208,277,1.141975309,0.790909091,1.077441077,0.656804734,0.981697171,1.362745098,0.004939803,2
152433527,44.26053318,-69.98759317,597,369,276,323,220,285,1.125506073,0.773684211,1.072463768,0.669811321,0.970893971,1.356495468,0.004721774,2
152433527,44.26832769,-69.98638029,603,383,271,324,221,283,1.14213198,0.797188755,1.088785047,0.676348548,0.977443609,1.357142857,0.004768755,2
152433527,44.29273681,-69.97644542,617,406,257,307.5,204,288,1.177142379,0.787554902,1.27808607,0.653134873,1.093191247,1.586663436,0.005842788,2
152433595,44.25086585,-69.94375129,591,395,271,310,204,263,1.119230769,0.758974359,0.996428571,0.666666667,0.901098901,1.300380228,0.004516413,2
152433595,44.28110301,-69.92500523,606,401,251,306,195,275,1.139664804,0.766519824,1.128878282,0.649706458,0.974654378,1.450617284,0.005333889,2
152433595,44.31764534,-69.88332155,629,362,255.5,304.5,189,274.5,1.162955633,0.747663551,1.135623679,0.642160939,0.982347481,1.465435648,0.005107839,2
152433596,44.22691602,-70.04512003,581,375,262,303,195,308,1.125570776,0.737991266,1.222641509,0.629955947,1.113013699,1.719178082,0.005999329,2
152433596,44.23102285,-70.04434861,582,372,262.5,298.5,196.5,312.5,1.122335869,0.734553073,1.202941777,0.64276673,1.088527185,1.658697386,0.005802839,2
152433596,44.23139741,-70.04499964,583,375,262,304,195,303,1.125748503,0.75,1.195121951,0.647940075,1.078467153,1.639880952,0.005743107,2
152433596,44.2350405,-70.04308222,585,381,260,305,195,303,1.120805369,0.734693878,1.22962963,0.651006711,1.117647059,1.642147117,0.00573929,2
152433647,44.19493088,-69.95100625,572,354,221.5,238,156,283.5,1.067644517,0.71883985,1.312485651,0.670086591,1.211516156,1.877170868,0.008374419,5
{08A1ED11-309D-427F-A22E-661EDA50562B},44.97689668,-71.69170552,1009,170,268,263.5,196.5,335,1.060623524,0.757226874,1.303740989,0.740995568,1.239973803,1.649963917,0.006190975,4
{08A1ED11-309D-427F-A22E-661EDA50562B},44.98630092,-71.70010201,1013,177,262,259,193,314,1.003584229,0.751243781,1.224324324,0.737827715,1.183381089,1.579487179,0.005878578,4
{08A1ED11-309D-427F-A22E-661EDA50562B},44.98631876,-71.70010201,1014,178,261,259,192.5,311,1.002602564,0.743017657,1.211783852,0.726806785,1.182458387,1.59245283,0.005886303,1
{08A1ED11-309D-427F-A22E-661EDA50562B},44.9905995,-71.71720266,1018,183,247,264,184,325,1.057142857,0.758389262,1.31043257,0.73155416,1.255172414,1.734104046,0.007039096,5
{08A1ED11-309D-427F-A22E-661EDA50562B},44.99092055,-71.71263209,1019,167,268,270,202,328,1.035714286,0.752941176,1.276442308,0.741803279,1.224043716,1.657407407,0.006279435,4
{0AB571EC-CB75-4D46-B216-FCA992F04802},43.8847023,-72.24079923,446,365,254,279,186,327,1.069124424,0.715976331,1.2823219,0.678100264,1.203389831,1.811688312,0.007445785,5
{0e5a1953-98e1-4f0e-9976-c8adc14c794d},42.3628022,-74.43599684,28,186,379,495,354,394,1.299700599,0.886973395,1.054968703,0.697549845,0.815343895,1.255497833,0.003120372,3
{1A652FA7-5192-4083-974A-A65AC0A2958F},47.22359691,-68.98899087,1376,316,258,260.5,200.5,316,1.003641969,0.736675441,1.269497635,0.767308716,1.295317634,1.746451027,0.006316646,4
{1A652FA7-5192-4083-974A-A65AC0A2958F},47.23171693,-69.01178133,1377,308,251,249.5,194.5,311.5,1.006504966,0.753088272,1.329104498,0.764658125,1.31081286,1.815833333,0.006352236,4
{1A652FA7-5192-4083-974A-A65AC0A2958F},47.23776793,-69.02405724,1379,318,245,251,190.5,315,1.014852108,0.755660281,1.406984479,0.754641437,1.372941509,1.90911476,0.007057567,5
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},44.56173654,-69.76260031,772,384,246,266.5,183,311,1.073370107,0.732372519,1.24379852,0.690023254,1.133484163,1.698049242,0.006581743,1
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},44.56520126,-69.76460244,774,396,245,258.5,178,288.5,1.065899468,0.731950496,1.242940153,0.682639885,1.140480708,1.677471566,0.006469296,1
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},44.56619118,-69.7616639,775,383,245,271,178,297,1.077220077,0.713872832,1.249084249,0.666666667,1.142857143,1.726315789,0.006606697,1
{20C24096-9A69-4A07-BD34-FC35D8105CEF},44.71939697,-72.03420462,859,177,302,307,214,387,1.014184397,0.705735661,1.255102041,0.688644689,1.266409266,1.90776699,0.006249458,1
{20C24096-9A69-4A07-BD34-FC35D8105CEF},44.75170316,-72.06220331,874,178,309,312.5,224.5,360.5,0.985375511,0.685193299,1.074322916,0.694099964,1.096825397,1.630664238,0.005163906,1
{20C24096-9A69-4A07-BD34-FC35D8105CEF},44.7772003,-72.06919964,889,183,319,323,212,366,1.012145749,0.652777778,1.133574007,0.649769585,1.140243902,1.735294118,0.005373936,1
{21C3C72C-023A-4822-816A-192B47CEED40},46.6790069,-69.19101936,1350,490,236.5,241,186.5,300,1.017394958,0.774302468,1.292921277,0.772131427,1.27174505,1.621233898,0.006315281,4
{228acd11-8d43-4248-9d08-c318efa7c75f},41.26230052,-73.70899838,4,441,286,352,263,408,1.207207207,0.898058252,1.474530831,0.744227353,1.183673469,1.599271403,0.005566624,2
{271AECE1-10AB-401D-9D1B-EFD602F0D942},43.6393046,-74.39975773,287,342,252.5,260.5,197.5,324.5,1.003365826,0.772486772,1.298573975,0.766352045,1.281563633,1.706623856,0.006155423,4
{2DDE314B-2464-492A-81D0-75C77AE26532},43.70678863,-74.47700719,341,487,269,290,241,309,1.091954023,0.896551724,1.20952381,0.817241379,1.071428571,1.31372549,0.004823481,4
{363A6067-A94A-4DA7-9187-EED11F14C850},43.9139005,-72.15670058,460,387,278,299,191,338,1.048672566,0.668508287,1.20657277,0.623376623,1.172985782,1.842767296,0.006373634,1
{363A6067-A94A-4DA7-9187-EED11F14C850},43.92470044,-72.15329829,465,371,270,290,181,320,1.051282051,0.647509579,1.180371353,0.620209059,1.133116883,1.877659574,0.006528768,1
{363A6067-A94A-4DA7-9187-EED11F14C850},43.92472274,-72.15027056,466,367,270,290,178,312,1.052631579,0.653005464,1.169398907,0.616666667,1.139097744,1.862385321,0.00629845,1
{36A1FAF7-574F-4F86-AFAF-E4C3842DC153},45.49610995,-69.49408662,1191,487,240,250,179,277,1.022653722,0.747340426,1.138728324,0.717171717,1.102893891,1.505434783,0.005979544,1
{36A1FAF7-574F-4F86-AFAF-E4C3842DC153},45.50730229,-69.48442375,1192,485,242,248,181,277,1.011111111,0.76119403,1.154761905,0.754010695,1.126865672,1.541935484,0.006071645,4
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.92029731,-72.20970146,961,303,290,361,276,350,1.186131387,0.881188119,1.160194175,0.76498801,0.986666667,1.30802603,0.004281139,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.96000115,-72.22000198,996,320,281,320.5,225.5,299.5,1.111735331,0.794653399,1.045671932,0.716333333,0.943899459,1.323391619,0.004559224,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.962797,-72.2228023,998,305,290,321,231,306,1.092592593,0.797894737,1.060897436,0.722929936,0.948529412,1.291666667,0.004323488,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.96649806,-72.22560261,1001,326,295.5,316,229,296,1.098631678,0.77731644,1.032800823,0.707693929,0.933633748,1.270136114,0.004334768,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.98180169,-72.21679589,1011,320,285,313.5,220,277,1.102372055,0.773436087,1.003356643,0.713101413,0.90219932,1.28688162,0.004426693,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.99000198,-72.23000374,1017,326,296,318,239.5,302.5,1.07853382,0.767023369,1.017198819,0.734740803,0.950341261,1.26809065,0.004294697,2
{3718B299-058F-46AA-93F6-11C7A1C3AE3D},44.99439865,-72.2303025,1020,338,289,308.5,223.5,294.5,1.069647776,0.764906134,0.983334653,0.714033317,0.91821872,1.27267031,0.004364421,2
{39FB2C21-135D-472F-AD9C-44CE2F42DD0B},44.34550135,-71.83939095,650,185,236,265,207,313,1.082568807,0.816831683,1.29707113,0.756756757,1.192073171,1.58,0.00661682,4
{39FB2C21-135D-472F-AD9C-44CE2F42DD0B},44.38389867,-71.80519411,672,191,249,269,208,312,1.065789474,0.797029703,1.21448468,0.738317757,1.129770992,1.505376344,0.006116208,4
{3D8356D2-DBFB-4A6C-8C1C-FB0C8B564149},44.36248606,-70.05842153,660,369,236,241,173,290,1.034632035,0.72327044,1.240740741,0.707317073,1.182432432,1.71978022,0.007051364,5
{3D8356D2-DBFB-4A6C-8C1C-FB0C8B564149},44.36330208,-70.06049947,662,366,237.5,244,168.5,280,1.034049141,0.736656907,1.230226753,0.690954774,1.15792286,1.715115524,0.006854194,5
{3DC8B74D-93F0-4A38-8DA0-C9165B8C96A2},44.95920297,-72.88690068,995,354,287,349.5,233.5,331.5,1.20518419,0.816208041,1.194029559,0.672213117,0.990351978,1.45541433,0.005155923,2
{3DC8B74D-93F0-4A38-8DA0-C9165B8C96A2},44.97219679,-72.87640395,1004,349,292,359,244,323,1.226744186,0.824858757,1.147482014,0.657587549,0.933333333,1.366583541,0.004810604,2
{3DC8B74D-93F0-4A38-8DA0-C9165B8C96A2},44.97390016,-72.87550321,1005,341,297,370,244,327,1.21978022,0.816326531,1.142857143,0.656462585,0.922413793,1.38034188,0.004712569,2
{3DC8B74D-93F0-4A38-8DA0-C9165B8C96A2},44.97393138,-72.87548984,1006,342,297.5,371.5,246.5,328.5,1.214922436,0.815317606,1.137656315,0.657313776,0.924629431,1.383791359,0.004664208,2
{3DC8B74D-93F0-4A38-8DA0-C9165B8C96A2},44.98400003,-72.86150164,1012,339,304,367,247,355,1.237864078,0.810231023,1.203389831,0.652713178,0.978021978,1.456140351,0.004987176,2
{400E91F5-131A-4FA2-9188-5E7E38B181B1},46.44391863,-69.30371868,1338,337,239,232,183,255,0.984615385,0.757575758,1.121771218,0.781021898,1.127358491,1.449579832,0.005771553,4
{40576B33-2DF3-45B0-96A9-1752642B6316},43.74280033,-73.21579951,379,460,279,307,206,365.5,1.128722132,0.748433141,1.367016688,0.672601307,1.185691376,1.817255736,0.006482275,2
{40576B33-2DF3-45B0-96A9-1752642B6316},43.75000178,-73.20832606,386,542,265.5,306,199,407,1.151657845,0.760686883,1.612323999,0.655425352,1.350347985,2.091229193,0.007458589,5
{4439E4A4-3A6C-4788-8036-7168D9647245},44.98668441,-70.83231636,1015,298,262,272,207,293,0.99638535,0.763230033,1.092676725,0.779277745,1.071740565,1.398700615,0.005096317,4
{48d44e55-bda9-4839-9ceb-3b574acb275e},41.39919938,-73.57900221,7,406,284,374.5,256,341.5,1.247807018,0.881590946,1.266311305,0.694150259,0.984221442,1.407991616,0.004729784,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.55819355,-73.43960625,217,364,709,947,731,441,1.374507129,1.061057799,0.653643232,0.771668821,0.479577492,0.608716147,0.000873508,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.57000125,-73.43000135,224,380,669,937.5,725,476,1.378877023,1.090166981,0.752859752,0.793266942,0.546925803,0.687038001,0.000994059,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.65999928,-73.41000228,314,193,315,458,354,905,1.375,1.093984962,2.609289617,0.793181818,1.922053232,2.406340058,0.007528451,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.71483285,-73.38300242,347,375,429,602,469,417,1.428571429,1.07768595,1.046052632,0.764621969,0.737804878,0.962837838,0.002361563,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.84999712,-73.37999699,423,547,427,549,397,382,1.320334262,0.944751381,0.955070603,0.731296101,0.739606127,1.038147139,0.002489094,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.85579841,-73.3827973,426,480,459,600,434.5,391,1.337056144,0.974204086,0.893555587,0.730538153,0.658084718,0.927818876,0.002054295,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.95166463,-73.40783516,477,247,413,545,399,381,1.345410628,0.979002625,0.982171799,0.74875208,0.755716005,1.030732861,0.002573957,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.9517003,-73.40779948,478,249,413,545,401,381,1.336134454,0.97955707,0.98013245,0.748815166,0.762135922,1.027190332,0.002563953,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},43.95380053,-73.40589991,480,249,413,555,402,378,1.341576507,0.985472155,1.00777605,0.747346072,0.76056338,1.059701493,0.002673435,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.06000294,-73.43000135,521,198,333,375,249,298.5,1.160051793,0.780645046,0.865292588,0.682110948,0.793291139,1.117923559,0.003370411,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.12599764,-73.41283381,543,215,322,346,242,292,1.136094675,0.748917749,0.898601399,0.674698795,0.805993691,1.213592233,0.003479251,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.1261002,-73.41280259,544,216,322.5,346.5,241,291.5,1.137211522,0.743738517,0.89304352,0.668669514,0.809047801,1.221830365,0.003464162,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.18000181,-73.38999875,560,208,305.5,340.5,231,280,1.127539208,0.739266445,0.869312023,0.683391497,0.782454697,1.18243897,0.003776815,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.18420229,-73.38110284,563,214,301.5,336.5,221.5,266,1.131288056,0.745289243,0.897257384,0.668550918,0.820954608,1.227158806,0.003929299,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.21999995,-73.31999978,579,251,317,446,333,390,1.382436261,1.062992126,1.235294118,0.765957447,0.909278351,1.173302108,0.003633218,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.24216614,-73.32916769,587,212,289.5,337,234.5,279.5,1.114524977,0.770668093,0.935486452,0.693400287,0.821895425,1.248322959,0.004013156,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.24219735,-73.32919891,588,212,289.5,342.5,235,280,1.118587839,0.770697424,0.944754219,0.693400287,0.841135996,1.248322959,0.003988182,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.26299906,-73.28700244,599,254,310.5,353.5,241.5,288,1.146933359,0.782899951,0.938899868,0.687010188,0.819425726,1.225767303,0.003900327,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.26690077,-73.29889486,601,261,284,331,210,284,1.147959184,0.770212766,1.004672897,0.673913043,0.882956879,1.339712919,0.004430125,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.26830093,-73.31220082,602,230,319.5,354,247.5,292,1.088411825,0.774031054,0.93380185,0.717771205,0.843462847,1.208806257,0.003705135,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.30000068,-73.30999802,619,224,303,332,236.5,282.5,1.092740067,0.760701037,0.929074968,0.702658941,0.84744448,1.20603396,0.00377093,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.35000058,-73.30000517,651,224,304,331,242.5,265,1.065265399,0.749698795,0.887449626,0.718429077,0.813902007,1.160034483,0.003689809,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.35000058,-73.31999978,652,232,302.5,320,225,256,1.049293155,0.753649958,0.83887991,0.7224974,0.805505805,1.139716066,0.003602595,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.40999779,-73.28999895,694,223,290,299,217,243,1.041322314,0.731578947,0.835266821,0.719745223,0.783950617,1.13671875,0.003632859,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.40999779,-73.31999978,695,215,313,327,240,243,1.028985507,0.743280816,0.815845824,0.734076433,0.786086957,1.101851852,0.003446598,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.41999955,-73.40000052,699,197,321,335,246,321,1.048433048,0.75,1.003861004,0.730569948,0.979381443,1.362831858,0.003950422,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.42580084,-73.23190132,703,257,295,313,231,278,1.054982818,0.73878628,0.942176871,0.7,0.878787879,1.255102041,0.004230458,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.42583205,-73.23200388,704,253,298,321,231,278,1.054982818,0.740667976,0.938492063,0.702786378,0.878378378,1.255102041,0.004074673,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.45999769,-73.26999542,718,222,316,320,238.5,255.5,1.034853822,0.730733571,0.810808153,0.731967261,0.78335004,1.11484439,0.003298486,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.45999769,-73.37000414,719,208,346.5,341.5,266.5,302.5,1.02025041,0.76086523,0.857840984,0.740020412,0.846199132,1.149221829,0.003125489,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.46640096,-73.27719687,721,209,311,324,239,247,1.022556391,0.73046875,0.792,0.725099602,0.765578635,1.052738337,0.003209061,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.46999945,-73.25000081,723,234,296,313.5,227,247,1.040238718,0.729375183,0.83205659,0.713005158,0.798886971,1.131888923,0.003492351,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.47100275,-73.29916686,724,211,322,324,240,243,1.020283976,0.732265446,0.794223827,0.734939759,0.75210084,1.066666667,0.003159041,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.47110085,-73.29920254,725,211,319,327,239,248,1.026929982,0.732265446,0.797619048,0.727272727,0.757322176,1.066666667,0.003172738,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.47469934,-73.23169621,728,254,306.5,327,233,285.5,1.045022143,0.721038903,0.876540616,0.698168626,0.864483107,1.216353297,0.003731372,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.47483312,-73.23166499,729,252,307,328,240,287,1.046522381,0.731369215,0.903512296,0.704634932,0.868850256,1.216353297,0.003769515,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.48660068,-73.23950409,732,237,288,309,218,284,1.054892601,0.736708861,0.95465995,0.702380952,0.889784946,1.299270073,0.004148033,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.51999935,-73.30999802,746,209,327,331,244,254,1.020408163,0.746031746,0.794117647,0.740566038,0.780722892,1.071729958,0.003174603,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.51999935,-73.36000238,747,196,332,337,268,270,1.031368354,0.757229442,0.828182258,0.747745435,0.792202077,1.063630229,0.003174517,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.52250982,-73.29262536,752,214,322.5,350,260,268,1.068338706,0.775632003,0.815289553,0.72608491,0.771619682,1.077383488,0.003280711,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.54361029,-73.34194302,763,201,345,351,272,275,1.032608696,0.780120482,0.844221106,0.742753623,0.811965812,1.095435685,0.00306555,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.54609847,-73.32749999,765,213,336,353,266,269,1.01459854,0.756756757,0.807486631,0.736413043,0.77672209,1.052631579,0.003173871,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.5650006,-73.2082993,773,228,286.5,325,234,290,1.072889317,0.774242424,1.007439819,0.72492103,0.944805195,1.328420269,0.004200177,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.58000101,-73.35000062,781,193,330,333,262,272,1.038338658,0.774319066,0.834224599,0.743589744,0.812627291,1.097916667,0.00334389,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.58000101,-73.38999875,782,203,326,334,254,278,1.00913242,0.760191847,0.855421687,0.755043228,0.822580645,1.090680101,0.003317729,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.58190059,-73.28109859,783,212,306.5,338,243.5,257.5,1.062463095,0.76770891,0.853774027,0.731696716,0.814245881,1.101282051,0.003349538,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.58199869,-73.28116547,784,210,319.5,339.5,248.5,267.5,1.063782512,0.756486056,0.858463266,0.736066963,0.818367203,1.107920571,0.003351966,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.63000091,-73.25000081,813,210,319.5,437,323,262.5,1.362663334,0.95851243,0.865800694,0.733530904,0.660266715,0.892084738,0.002547563,3
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.63999822,-73.37999699,817,194,330,341,252.5,275,1.049385039,0.741017137,0.861660768,0.738461869,0.835062308,1.120646941,0.003516304,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.66470164,-73.30330045,833,199,306,337,240,306,1.080745342,0.773869347,1.02244898,0.708542714,0.925619835,1.331536388,0.004132198,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.66999905,-73.23000175,836,202,283,304,224.5,263.5,1.071027686,0.748854148,0.897261968,0.697816801,0.842432392,1.205505279,0.004116502,2
{492CB89C-D0FF-47E3-A144-39464508B9FD},44.66999905,-73.26000258,837,193,304,324,231,263,1.054317549,0.736156352,0.894308943,0.710914454,0.834693878,1.165413534,0.003786302,2
